pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Amoonguss (Shadow),Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Ampharos,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Ampharos,Volt Switch,fast,electric,1.2,14,16,4,3.5,4.0,,,,Multipurpose,
Ampharos,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Ampharos,Dragon Pulse,charged,dragon,1.0,90,0,1,,,55.0,1.64,,High Energy,elite
Ampharos,Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Ampharos,Power Gem,charged,rock,1.0,85,0,1,,,50.0,1.7,,General,
Ampharos,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Ampharos,Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Ampharos,Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Ampharos,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Ampharos,Zap Cannon,charged,electric,1.2,150,0,1,,,80.0,1.88,33.0% chance -1 Atk opponent,Debuff Nuke,
Ampharos (Mega),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Ampharos (Mega),Volt Switch,fast,electric,1.2,14,16,4,3.5,4.0,,,,Multipurpose,
Ampharos (Mega),Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Ampharos (Mega),Dragon Pulse,charged,dragon,1.2,90,0,1,,,55.0,1.64,,High Energy,elite
Ampharos (Mega),Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Ampharos (Mega),Power Gem,charged,rock,1.0,85,0,1,,,50.0,1.7,,General,
Ampharos (Mega),Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Ampharos (Mega),Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Ampharos (Mega),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Ampharos (Mega),Zap Cannon,charged,electric,1.2,150,0,1,,,80.0,1.88,33.0% chance -1 Atk opponent,Debuff Nuke,
Ampharos (Shadow),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Ampharos (Shadow),Volt Switch,fast,electric,1.2,14,16,4,3.5,4.0,,,,Multipurpose,
Ampharos (Shadow),Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Ampharos (Shadow),Dragon Pulse,charged,dragon,1.0,90,0,1,,,55.0,1.64,,High Energy,elite
Ampharos (Shadow),Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Ampharos (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Ampharos (Shadow),Power Gem,charged,rock,1.0,85,0,1,,,50.0,1.7,,General,
Ampharos (Shadow),Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Ampharos (Shadow),Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Ampharos (Shadow),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Ampharos (Shadow),Zap Cannon,charged,electric,1.2,150,0,1,,,80.0,1.88,33.0% chance -1 Atk opponent,Debuff Nuke,
Annihilape,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Annihilape,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Annihilape,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Annihilape,Ice Punch,charged,ice,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Annihilape,Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Annihilape,Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam,
Annihilape,Rage Fist,charged,ghost,1.2,50,0,1,,,35.0,1.43,100% chance +1 Atk self,Boost,elite
Annihilape,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Annihilape,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Annihilape (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Annihilape (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Annihilape (Shadow),Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Annihilape (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Annihilape (Shadow),Ice Punch,charged,ice,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Annihilape (Shadow),Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Annihilape (Shadow),Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam,
Annihilape (Shadow),Rage Fist,charged,ghost,1.2,50,0,1,,,35.0,1.43,100% chance +1 Atk self,Boost,elite
Annihilape (Shadow),Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Anorith,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Anorith,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Anorith,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Anorith,Aqua Jet,charged,water,1.0,70,0,1,,,40.0,1.75,,General,
Anorith,Cross Poison,charged,poison,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam,
Anorith,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Anorith (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Anorith (Shadow),Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Anorith (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Anorith (Shadow),Aqua Jet,charged,water,1.0,70,0,1,,,40.0,1.75,,General,
Anorith (Shadow),Cross Poison,charged,poison,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam,
Anorith (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Appletun,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,,,,Multipurpose,
Appletun,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Appletun,Dragon Pulse,charged,dragon,1.2,90,0,1,,,55.0,1.64,,High Energy,
Appletun,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy,
Appletun,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Appletun,Seed Bomb,charged,grass,1.2,55,0,1,,,40.0,1.38,,Spam/Bait,
Applin,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,,,,Multipurpose,
Applin,Struggle,charged,normal,1.0,35,0,1,,,100.0,0.35,,High Energy,
Araquanid,Bug Bite,fast,bug,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Araquanid,Infestation,fast,bug,1.2,6,12,3,2.0,4.0,,,,Fast Charge,
Araquanid,Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam,
Araquanid,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,Debuff,
Araquanid,Mirror Coat,charged,psychic,1.0,60,0,1,,,55.0,1.09,,High Energy,
Araquanid,Water Pulse,charged,water,1.2,80,0,1,,,50.0,1.6,,General,
Arbok,Acid,fast,poison,1.2,6,8,2,3.0,4.0,,,,Multipurpose,
Arbok,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Arbok,Dragon Tail,fast,dragon,1.0,9,12,3,3.0,4.0,,,,Multipurpose,
Arbok,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Arbok,Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Arbok,Dark Pulse,charged,dark,1.0,80,0,1,,,50.0,1.6,,General,
Arbok,Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Arbok,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Arbok,Sludge Wave,charged,poison,1.2,110,0,1,,,65.0,1.69,,Nuke,
Arbok (Shadow),Acid,fast,poison,1.2,6,8,2,3.0,4.0,,,,Multipurpose,
Arbok (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Arbok (Shadow),Dragon Tail,fast,dragon,1.0,9,12,3,3.0,4.0,,,,Multipurpose,
Arbok (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Arbok (Shadow),Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Arbok (Shadow),Dark Pulse,charged,dark,1.0,80,0,1,,,50.0,1.6,,General,
Arbok (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Arbok (Shadow),Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Arbok (Shadow),Sludge Wave,charged,poison,1.2,110,0,1,,,65.0,1.69,,Nuke,
Arboliva,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,,,,General,
Arboliva,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Arboliva,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Arboliva,Earth Power,charged,ground,1.0,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy,
Arboliva,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy,
Arboliva,Seed Bomb,charged,grass,1.2,55,0,1,,,40.0,1.38,,Spam/Bait,
Arboliva,Trailblaze,charged,grass,1.2,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Arcanine,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,elite
Arcanine,Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Arcanine,Snarl,fast,dark,1.0,5,13,3,1.67,4.33,,,,Fast Charge,
Arcanine,Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Arcanine,Bulldoze,charged,ground,1.0,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam,elite
Arcanine,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Arcanine,Fire Blast,charged,fire,1.2,140,0,1,,,80.0,1.75,,Nuke,
Arcanine,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Arcanine,Psychic Fangs,charged,psychic,1.0,40,0,1,,,35.0,1.14,100% chance -1 Def opponent,Debuff Spam,
Arcanine,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Arcanine,Scorching Sands,charged,ground,1.0,80,0,1,,,50.0,1.6,10.0% chance -1 Atk opponent,Debuff,
Arcanine,Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Arcanine (Hisuian),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Arcanine (Hisuian),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Arcanine (Hisuian),Snarl,fast,dark,1.0,5,13,3,1.67,4.33,,,,Fast Charge,
Arcanine (Hisuian),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Arcanine (Hisuian),Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Arcanine (Hisuian),Rock Slide,charged,rock,1.2,75,0,1,,,45.0,1.67,,General,
Arcanine (Hisuian),Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Arcanine (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,elite
Arcanine (Shadow),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Arcanine (Shadow),Snarl,fast,dark,1.0,5,13,3,1.67,4.33,,,,Fast Charge,
Arcanine (Shadow),Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Arcanine (Shadow),Bulldoze,charged,ground,1.0,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam,elite
Arcanine (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Arcanine (Shadow),Fire Blast,charged,fire,1.2,140,0,1,,,80.0,1.75,,Nuke,
Arcanine (Shadow),Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Arcanine (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Arcanine (Shadow),Psychic Fangs,charged,psychic,1.0,40,0,1,,,35.0,1.14,100% chance -1 Def opponent,Debuff Spam,
Arcanine (Shadow),Scorching Sands,charged,ground,1.0,80,0,1,,,50.0,1.6,10.0% chance -1 Atk opponent,Debuff,
Arcanine (Shadow),Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Arceus,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus,Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus,Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Arceus,Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Bug),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Bug),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Bug),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Bug),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Bug),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Dark),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Dark),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Dark),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Dark),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Dark),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Dragon),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Dragon),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Dragon),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Dragon),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Dragon),Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Electric),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Electric),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Electric),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Electric),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Electric),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Fairy),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Fairy),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Fairy),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Fairy),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Fairy),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Fighting),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Fighting),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Fighting),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Fighting),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Fighting),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Fire),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Fire),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Fire),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Fire),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Fire),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Flying),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Flying),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Flying),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Flying),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Flying),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Ghost),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Ghost),Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Ghost),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Ghost),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Ghost),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Grass),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Grass),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Grass),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Grass),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Grass),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Ground),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Ground),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Ground),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Ground),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Ground),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Ice),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Ice),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Ice),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Ice),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Ice),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Poison),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Poison),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Poison),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Poison),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Poison),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Psychic),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Psychic),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Psychic),Future Sight,charged,psychic,1.2,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Psychic),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Psychic),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Rock),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Rock),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Rock),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Rock),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Rock),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Steel),Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,,,,General,
Arceus (Steel),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Steel),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Steel),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Steel),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Arceus (Water),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Arceus (Water),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Arceus (Water),Future Sight,charged,psychic,1.0,110,0,1,,,65.0,1.69,,Nuke,
Arceus (Water),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Arceus (Water),Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Archaludon,Dragon Tail,fast,dragon,1.2,9,12,3,3.0,4.0,,,,Multipurpose,
Archaludon,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Archaludon,Dragon Claw,charged,dragon,1.2,80,0,1,,,50.0,1.6,,General,
Archaludon,Flash Cannon,charged,steel,1.2,110,0,1,,,70.0,1.57,,Nuke,
Archaludon,Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Archen,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Archen,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Archen,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Archen,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Archen,Dragon Claw,charged,dragon,1.0,80,0,1,,,50.0,1.6,,General,
Archen,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Archen (Shadow),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Archen (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Archen (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Archen (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Archen (Shadow),Dragon Claw,charged,dragon,1.0,80,0,1,,,50.0,1.6,,General,
Archen (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Archeops,Steel Wing,fast,steel,1.0,7,5,2,3.5,2.5,,,,Heavy Damage,
Archeops,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Archeops,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Archeops,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Archeops,Dragon Claw,charged,dragon,1.0,80,0,1,,,50.0,1.6,,General,
Archeops,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Archeops (Shadow),Steel Wing,fast,steel,1.0,7,5,2,3.5,2.5,,,,Heavy Damage,
Archeops (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Archeops (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Archeops (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,20.0% chance -1 Def opponent,Debuff,
Archeops (Shadow),Dragon Claw,charged,dragon,1.0,80,0,1,,,50.0,1.6,,General,
Archeops (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Arctibax,Dragon Breath,fast,dragon,1.2,3,4,1,3.0,4.0,,,,Multipurpose,
Arctibax,Ice Fang,fast,ice,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Arctibax,Avalanche,charged,ice,1.2,90,0,1,,,45.0,2.0,,General,
Arctibax,Dragon Claw,charged,dragon,1.2,80,0,1,,,50.0,1.6,,General,
Arctibax,Icy Wind,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Arctibax,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Arctovish,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Arctovish,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Arctovish,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Arctovish,Avalanche,charged,ice,1.2,90,0,1,,,45.0,2.0,,General,
Arctovish,Brine,charged,water,1.2,60,0,1,,,50.0,1.2,,General,
Arctozolt,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Arctozolt,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Arctozolt,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Arctozolt,Avalanche,charged,ice,1.2,90,0,1,,,45.0,2.0,,General,
Arctozolt,Discharge,charged,electric,1.2,55,0,1,,,40.0,1.38,,General,
Ariados,Infestation,fast,bug,1.2,6,12,3,2.0,4.0,,,,Fast Charge,
Ariados,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Ariados,Cross Poison,charged,poison,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam,
Ariados,Lunge,charged,bug,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Ariados,Megahorn,charged,bug,1.2,110,0,1,,,55.0,2.0,,Nuke,
